CVE,Published,AnalysisTime,Difference
CVE-2024-22164,2024-01-09 17:15:00,2024-01-16 17:40:17.070,7 days 00:25:17.070000
CVE-2024-22165,2024-01-09 17:15:00,2024-01-16 18:30:58.907,7 days 01:15:58.907000
CVE-2024-22190,2024-01-11 02:15:00,2024-01-18 13:48:07.563,7 days 11:33:07.563000
CVE-2024-22194,2024-01-11 03:15:00,2024-01-19 19:03:31.753,8 days 15:48:31.753000
CVE-2024-22195,2024-01-11 03:15:00,2024-01-16 23:58:58.117,5 days 20:43:58.117000
CVE-2024-22196,2024-01-11 20:15:00,2024-01-18 19:22:21.147,6 days 23:07:21.147000
CVE-2024-22197,2024-01-11 18:15:00,2024-01-18 19:59:28.087,7 days 01:44:28.087000
CVE-2024-22198,2024-01-11 20:15:00,2024-01-18 19:14:25.677,6 days 22:59:25.677000
CVE-2024-22199,2024-01-11 18:15:00,2024-01-18 16:54:56.443,6 days 22:39:56.443000
CVE-2024-22216,2024-01-08 07:15:00,2024-01-11 16:44:03.760,3 days 09:29:03.760000
CVE-2024-22368,2024-01-09 09:15:00,2024-01-16 14:58:04.790,7 days 05:43:04.790000
CVE-2024-22370,2024-01-09 10:15:00,2024-01-12 19:29:18.803,3 days 09:14:18.803000
CVE-2024-22492,2024-01-12 16:15:00,2024-01-20 18:42:47.097,8 days 02:27:47.097000
CVE-2024-22493,2024-01-12 16:15:00,2024-01-20 18:42:39.353,8 days 02:27:39.353000
CVE-2024-22494,2024-01-12 16:15:00,2024-01-18 20:39:35.343,6 days 04:24:35.343000
CVE-2024-22942,2024-01-11 16:15:00,2024-01-18 15:15:47.287,6 days 23:00:47.287000
CVE-2024-23057,2024-01-11 16:15:00,2024-01-18 15:16:24.110,6 days 23:01:24.110000
CVE-2024-23058,2024-01-11 16:15:00,2024-01-18 15:16:50.153,6 days 23:01:50.153000
CVE-2024-23059,2024-01-11 16:15:00,2024-01-18 15:17:14.467,6 days 23:02:14.467000
CVE-2024-23060,2024-01-11 16:15:00,2024-01-18 15:17:35.600,6 days 23:02:35.600000
CVE-2024-23061,2024-01-11 16:15:00,2024-01-18 15:18:14.370,6 days 23:03:14.370000
CVE-2024-23171,2024-01-12 05:15:00,2024-01-18 20:23:45.717,6 days 15:08:45.717000
CVE-2024-23172,2024-01-12 05:15:00,2024-01-18 20:23:36.073,6 days 15:08:36.073000
CVE-2024-23173,2024-01-12 05:15:00,2024-01-18 20:23:22.827,6 days 15:08:22.827000
CVE-2024-23174,2024-01-12 05:15:00,2024-01-18 20:23:11.323,6 days 15:08:11.323000
CVE-2024-23177,2024-01-12 06:15:00,2024-01-18 20:22:24.467,6 days 14:07:24.467000
CVE-2024-23178,2024-01-12 06:15:00,2024-01-18 20:22:07.457,6 days 14:07:07.457000
CVE-2024-23179,2024-01-12 06:15:00,2024-01-18 20:21:13.840,6 days 14:06:13.840000
